Course ID	Subject	Catalog	Subject Description	 Course Description	Attribute Formal Desc
601	ITALIAN	384	AVANT-GARDE ART 1900-1945	Major artistic movements and theoretical aims of early modernism: fauvism, cubism, expressionism, futurism, constructivism, suprematism, dada, surrealism, deStijl, Bauhaus, and Neue Sachlichkeit in France, Italy, Germany, America.	(CZ) Civilizations
604	ARTHIST	378	CHINESE BUDDHIST ART	Chinese sculpture, painting, and architecture in relation to Buddhist texts, practice, and ritual from the fourth through the ninth century C.E. Introduction to precedents in Indian and Central Asian Buddhist art. Emphasis on the relationship between Buddhist and non-Buddhist imagery.	(ALP) Arts, Literature & Performance
604	ARTHIST	378	CHINESE BUDDHIST ART	Chinese sculpture, painting, and architecture in relation to Buddhist texts, practice, and ritual from the fourth through the ninth century C.E. Introduction to precedents in Indian and Central Asian Buddhist art. Emphasis on the relationship between Buddhist and non-Buddhist imagery.	(CCI) Cross Cultural Inquiry
604	ARTHIST	378	CHINESE BUDDHIST ART	Chinese sculpture, painting, and architecture in relation to Buddhist texts, practice, and ritual from the fourth through the ninth century C.E. Introduction to precedents in Indian and Central Asian Buddhist art. Emphasis on the relationship between Buddhist and non-Buddhist imagery.	(CZ) Civilizations
604	ARTHIST	378	CHINESE BUDDHIST ART	Chinese sculpture, painting, and architecture in relation to Buddhist texts, practice, and ritual from the fourth through the ninth century C.E. Introduction to precedents in Indian and Central Asian Buddhist art. Emphasis on the relationship between Buddhist and non-Buddhist imagery.	(R) Research
604	VMS	378	CHINESE BUDDHIST ART	Chinese sculpture, painting, and architecture in relation to Buddhist texts, practice, and ritual from the fourth through the ninth century C.E. Introduction to precedents in Indian and Central Asian Buddhist art. Emphasis on the relationship between Buddhist and non-Buddhist imagery.	(ALP) Arts, Literature & Performance
604	VMS	378	CHINESE BUDDHIST ART	Chinese sculpture, painting, and architecture in relation to Buddhist texts, practice, and ritual from the fourth through the ninth century C.E. Introduction to precedents in Indian and Central Asian Buddhist art. Emphasis on the relationship between Buddhist and non-Buddhist imagery.	(CCI) Cross Cultural Inquiry
604	VMS	378	CHINESE BUDDHIST ART	Chinese sculpture, painting, and architecture in relation to Buddhist texts, practice, and ritual from the fourth through the ninth century C.E. Introduction to precedents in Indian and Central Asian Buddhist art. Emphasis on the relationship between Buddhist and non-Buddhist imagery.	(CZ) Civilizations
604	VMS	378	CHINESE BUDDHIST ART	Chinese sculpture, painting, and architecture in relation to Buddhist texts, practice, and ritual from the fourth through the ninth century C.E. Introduction to precedents in Indian and Central Asian Buddhist art. Emphasis on the relationship between Buddhist and non-Buddhist imagery.	(R) Research
965	ARTSVIS	199	DRAWING	Drawing as integrative tool where ideas and processes are explored and expanded through a variety of media. Still life, figure, landscape, architecture. Representation, abstraction, and working from imagination. Through problem solving within a range of projects, development of a visual language, and drawing skills to be applied to conceptual, visual, and technical disciplines. Class open to 1st and 2nd year students only. Students 3rd year and above will need permission # to enroll.	(ALP) Arts, Literature & Performance
973	ARTSVIS	205	INTERMEDIATE DRAWING	Allows students to explore their artistic interests and biases through a series of self-directed projects. Both the directness and the flexibility of the medium of drawing are investigated. Prerequisites: Visual Arts 199 and consent of instructor.	(ALP) Arts, Literature & Performance
973	ARTSVIS	205	INTERMEDIATE DRAWING	Allows students to explore their artistic interests and biases through a series of self-directed projects. Both the directness and the flexibility of the medium of drawing are investigated. Prerequisites: Visual Arts 199 and consent of instructor.	(R) Research
974	ARTSVIS	210	SCULPTURE	Sculptural principles, processes, and issues introduced through lectures, readings, studio assignments, individual projects, and field trips. Consent of instructor required.	(ALP) Arts, Literature & Performance
975	ARTSVIS	211	INTERMEDIATE SCULPTURE	Studio practice in sculpture at the intermediate level. Group and individual discussion and critique. Prerequisite: Visual Arts 210 and consent of instructor.	(ALP) Arts, Literature & Performance
982	ARTSVIS	224	PRINTMAKING: SILKSCREEN	The silkscreen medium and its stencil-making processes including paper stencils, blockouts, crayon, and photographic methods. Students develop a significant body of prints using these techniques. Consent of instructor required.	(ALP) Arts, Literature & Performance
982	ARTSVIS	224	PRINTMAKING: SILKSCREEN	The silkscreen medium and its stencil-making processes including paper stencils, blockouts, crayon, and photographic methods. Students develop a significant body of prints using these techniques. Consent of instructor required.	(R) Research
982	VMS	221	PRINTMAKING: SILKSCREEN	The silkscreen medium and its stencil-making processes including paper stencils, blockouts, crayon, and photographic methods. Students develop a significant body of prints using these techniques. Consent of instructor required.	(ALP) Arts, Literature & Performance
982	VMS	221	PRINTMAKING: SILKSCREEN	The silkscreen medium and its stencil-making processes including paper stencils, blockouts, crayon, and photographic methods. Students develop a significant body of prints using these techniques. Consent of instructor required.	(R) Research
999	ARTSVIS	491	INDEPENDENT STUDY	Individual directed study in a field of visual practice on a previously approved topic, under the supervision of a regular-rank faculty member, resulting in an academic and/or artistic product. Consent of instructor and director of undergraduate studies required.	Independent Study
1000	ARTSVIS	492	INDEPENDENT STUDY	Individual directed study in a field of visual practice on a previously approved topic, under the supervision of a regular-rank faculty member, resulting in an academic and/or artistic product. Consent of instructor and director of undergraduate studies required.	Independent Study
1006	AEROSCI	201	TEAM & LEADERSHIP FUNDAMENTALS	Course focuses on laying the foundation for teams and leadership. Topics include skills that will allow cadets to improve their leadership on a personal level and within a team. The courses will prepare cadets for their field training experience where they will be able to put the concepts learned into practice. The purpose is to instill a leadership mindset and to motivate sophomore students to transition from AFROTC cadet to AFROTC officer candidate. Leadership Laboratory mandatory for AFROTC cadets. Instructor consent required.	(STS) Science, Technology, and Society
1007	AEROSCI	 301S	LEADING PEOPLE/EFFECTIVE COMM	Course teaches cadets advanced skills and knowledge in management and leadership. Special emphasis is placed on enhancing leadership skills and communication. Cadets have an opportunity to try out these leadership and management techniques in a supervised environment as juniors and seniors. Leadership Laboratory required for AFROTC cadets. Instructor consent required.	(EI) Ethical Inquiry
